GMDR000000,What Greek medical root comes from the Greek **νᾶνος (nânos)> dwarf**?,nan(o)-> nano- (meaning **dwarf> small**)
GMDR000369,Which of the following Greek medical roots implies **sound**? The choices are *patho-*> *-pathy*> *phleb-*> and *phon-*.,phon-
GMDR000370,Which of the following Greek medical roots implies **of or pertaining to light or its chemical properties> now historic and used rarely. See the common root phot- below.**? The choices are *phos-*> *phot-*> *phaco-*> and *phon-*.,phos-
GMDR000371,Which of the following Greek medical roots implies **of or pertaining to light**? The choices are *phos-*> *phot-*> *phaco-*> and *phon-*.,phot-
GMDR000372,Which of the following Greek medical roots implies **lens-shaped**? The choices are *phos-*> *phot-*> *phaco-*> and *phon-*.,phaco-
GMDR000373,Which of the following Greek medical roots implies **sound**? The choices are *phos-*> *phot-*> *phaco-*> and *phon-*.,phon-
GMDR000374,Which of the following Greek medical roots implies **of or pertaining to light or its chemical properties> now historic and used rarely. See the common root phot- below.**? The choices are *phos-*> *phot-*> *phaco-*> and *pan-*.,phos-
GMDR000375,Which of the following Greek medical roots implies **of or pertaining to light**? The choices are *phos-*> *phot-*> *phaco-*> and *pan-*.,phot-
GMDR000376,Which of the following Greek medical roots implies **lens-shaped**? The choices are *phos-*> *phot-*> *phaco-*> and *pan-*.,phaco-
GMDR000377,Which of the following Greek medical roots implies **denoting something as 'complete' or containing 'everything'; "all"**? The choices are *phos-*> *phot-*> *phaco-*> and *pan-*.,pan-
GMDR000378,Which of the following Greek medical roots implies **of or pertaining to light or its chemical properties> now historic and used rarely. See the common root phot- below.**? The choices are *phos-*> *phot-*> *pan-*> and *phon-*.,phos-
GMDR000379,Which of the following Greek medical roots implies **of or pertaining to light**? The choices are *phos-*> *phot-*> *pan-*> and *phon-*.,phot-
GMDR000380,Which of the following Greek medical roots implies **denoting something as 'complete' or containing 'everything'; "all"**? The choices are *phos-*> *phot-*> *pan-*> and *phon-*.,pan-
GMDR000381,Which of the following Greek medical roots implies **sound**? The choices are *phos-*> *phot-*> *pan-*> and *phon-*.,phon-
GMDR000382,Which of the following Greek medical roots implies **of or pertaining to light or its chemical properties> now historic and used rarely. See the common root phot- below.**? The choices are *phos-*> *pan-*> *phaco-*> and *phon-*.,phos-
GMDR000383,Which of the following Greek medical roots implies **denoting something as 'complete' or containing 'everything'; "all"**? The choices are *phos-*> *pan-*> *phaco-*> and *phon-*.,pan-
GMDR000384,Which of the following Greek medical roots implies **lens-shaped**? The choices are *phos-*> *pan-*> *phaco-*> and *phon-*.,phaco-
GMDR000385,Which of the following Greek medical roots implies **sound**? The choices are *phos-*> *pan-*> *phaco-*> and *phon-*.,phon-
GMDR000386,Which of the following Greek medical roots implies **denoting something as 'complete' or containing 'everything'; "all"**? The choices are *pan-*> *phot-*> *phaco-*> and *phon-*.,pan-
GMDR000387,Which of the following Greek medical roots implies **of or pertaining to light**? The choices are *pan-*> *phot-*> *phaco-*> and *phon-*.,phot-
GMDR000388,Which of the following Greek medical roots implies **lens-shaped**? The choices are *pan-*> *phot-*> *phaco-*> and *phon-*.,phaco-
GMDR000389,Which of the following Greek medical roots implies **sound**? The choices are *pan-*> *phot-*> *phaco-*> and *phon-*.,phon-
GMDR000390,Which of the following Greek medical roots implies **having a yellow color> especially an abnormally yellow color**? The choices are *xantho-*> *xero-*> *xiph-*> and *zymo-*.,xantho-
GMDR000391,Which of the following Greek medical roots implies **dry> desert-like**? The choices are *xantho-*> *xero-*> *xiph-*> and *zymo-*.,xero-
GMDR000392,Which of the following Greek medical roots implies **sword**? The choices are *xantho-*> *xero-*> *xiph-*> and *zymo-*.,xiph-
GMDR000393,Which of the following Greek medical roots implies **fermentation**? The choices are *xantho-*> *xero-*> *xiph-*> and *zymo-*.,zymo-
GMDR000394,Which of the following Greek medical roots implies **rigid> tense**? The choices are *tetan-*> *tachy-*> *terato-*> and *ton-*.,tetan-
GMDR000395,Which of the following Greek medical roots implies **denoting something as fast> irregularly fast**? The choices are *tetan-*> *tachy-*> *terato-*> and *ton-*.,tachy-
GMDR000396,Which of the following Greek medical roots implies **Monster**? The choices are *tetan-*> *tachy-*> *terato-*> and *ton-*.,terato-
GMDR000397,Which of the following Greek medical roots implies **tone> tension> pressure**? The choices are *tetan-*> *tachy-*> *terato-*> and *ton-*.,ton-
GMDR000398,Which of the following Greek medical roots implies **the mind**? The choices are *phren-*> *phaco-*> *phyllo-*> and *phot-*.,phren-
GMDR000399,Which of the following Greek medical roots implies **lens-shaped**? The choices are *phren-*> *phaco-*> *phyllo-*> and *phot-*.,phaco-
GMDR000400,Which of the following Greek medical roots implies **leaf-like**? The choices are *phren-*> *phaco-*> *phyllo-*> and *phot-*.,phyllo-
GMDR000401,Which of the following Greek medical roots implies **of or pertaining to light**? The choices are *phren-*> *phaco-*> *phyllo-*> and *phot-*.,phot-
GMDR000402,Which of the following Greek medical roots implies **burst forth> rapid flow (of blood> usually)**? The choices are *-rrhage*> *-rrhaphy*> *-rrhea*> and *-rrhexis*.,-rrhage
GMDR000403,Which of the following Greek medical roots implies **surgical suturing**? The choices are *-rrhage*> *-rrhaphy*> *-rrhea*> and *-rrhexis*.,-rrhaphy
GMDR000404,Which of the following Greek medical roots implies **flowing> discharge**? The choices are *-rrhage*> *-rrhaphy*> *-rrhea*> and *-rrhexis*.,-rrhea
GMDR000405,Which of the following Greek medical roots implies **rupture**? The choices are *-rrhage*> *-rrhaphy*> *-rrhea*> and *-rrhexis*.,-rrhexis
GMDR000406,Which of the following Greek medical roots implies **pus**? The choices are *py-*> *pyel-*> *pykno-*> and *pylor-*.,py-
GMDR000407,Which of the following Greek medical roots implies **pelvis**? The choices are *py-*> *pyel-*> *pykno-*> and *pylor-*.,pyel-
GMDR000408,Which of the following Greek medical roots implies **to thicken (as the nucleus does in early stages of cell death)**? The choices are *py-*> *pyel-*> *pykno-*> and *pylor-*.,pykno-
GMDR000409,Which of the following Greek medical roots implies **gate**? The choices are *py-*> *pyel-*> *pykno-*> and *pylor-*.,pylor-
GMDR000410,Which of the following Greek medical roots implies **pus**? The choices are *py-*> *pyr-*> *pykno-*> and *pylor-*.,py-
GMDR000411,Which of the following Greek medical roots implies **fever**? The choices are *py-*> *pyr-*> *pykno-*> and *pylor-*.,pyr-
GMDR000412,Which of the following Greek medical roots implies **to thicken (as the nucleus does in early stages of cell death)**? The choices are *py-*> *pyr-*> *pykno-*> and *pylor-*.,pykno-
GMDR000413,Which of the following Greek medical roots implies **gate**? The choices are *py-*> *pyr-*> *pykno-*> and *pylor-*.,pylor-
GMDR000414,Which of the following Greek medical roots implies **pus**? The choices are *py-*> *pyel-*> *pyr-*> and *pylor-*.,py-
GMDR000415,Which of the following Greek medical roots implies **pelvis**? The choices are *py-*> *pyel-*> *pyr-*> and *pylor-*.,pyel-
GMDR000416,Which of the following Greek medical roots implies **fever**? The choices are *py-*> *pyel-*> *pyr-*> and *pylor-*.,pyr-
GMDR000417,Which of the following Greek medical roots implies **gate**? The choices are *py-*> *pyel-*> *pyr-*> and *pylor-*.,pylor-
GMDR000418,Which of the following Greek medical roots implies **pus**? The choices are *py-*> *pyel-*> *pykno-*> and *pyr-*.,py-
GMDR000419,Which of the following Greek medical roots implies **pelvis**? The choices are *py-*> *pyel-*> *pykno-*> and *pyr-*.,pyel-
GMDR000420,Which of the following Greek medical roots implies **to thicken (as the nucleus does in early stages of cell death)**? The choices are *py-*> *pyel-*> *pykno-*> and *pyr-*.,pykno-
GMDR000421,Which of the following Greek medical roots implies **fever**? The choices are *py-*> *pyel-*> *pykno-*> and *pyr-*.,pyr-
GMDR000422,Which of the following Greek medical roots implies **fever**? The choices are *pyr-*> *pyel-*> *pykno-*> and *pylor-*.,pyr-
GMDR000423,Which of the following Greek medical roots implies **pelvis**? The choices are *pyr-*> *pyel-*> *pykno-*> and *pylor-*.,pyel-
GMDR000424,Which of the following Greek medical roots implies **to thicken (as the nucleus does in early stages of cell death)**? The choices are *pyr-*> *pyel-*> *pykno-*> and *pylor-*.,pykno-
GMDR000425,Which of the following Greek medical roots implies **gate**? The choices are *pyr-*> *pyel-*> *pykno-*> and *pylor-*.,pylor-
GMDR000426,Which of the following Greek medical roots implies **denotes something as 'first' or 'most important'**? The choices are *prot-*> *pseud-*> *psor-*> and *prosop-*.,prot-
GMDR000427,Which of the following Greek medical roots implies **denotes something false or fake**? The choices are *prot-*> *pseud-*> *psor-*> and *prosop-*.,pseud-
GMDR000428,Which of the following Greek medical roots implies **Itching**? The choices are *prot-*> *pseud-*> *psor-*> and *prosop-*.,psor-
GMDR000429,Which of the following Greek medical roots implies **face**? The choices are *prot-*> *pseud-*> *psor-*> and *prosop-*.,prosop-
GMDR000430,Which of the following Greek medical roots implies **strength> force> power**? The choices are *stheno-*> *-stasis*> *-staxis*> and *steno-*.,stheno-
GMDR000431,Which of the following Greek medical roots implies **stopping> standing**? The choices are *stheno-*> *-stasis*> *-staxis*> and *steno-*.,-stasis
GMDR000432,Which of the following Greek medical roots implies **dripping> trickling**? The choices are *stheno-*> *-stasis*> *-staxis*> and *steno-*.,-staxis
GMDR000433,Which of the following Greek medical roots implies **denoting something as narrow in shape or pertaining to narrowness**? The choices are *stheno-*> *-stasis*> *-staxis*> and *steno-*.,steno-
GMDR000434,Which of the following Greek medical roots implies **hard**? The choices are *sclero-*> *schisto-*> *sarco-*> and *scoto-*.,sclero-
GMDR000435,Which of the following Greek medical roots implies **split> cleft**? The choices are *sclero-*> *schisto-*> *sarco-*> and *scoto-*.,schisto-
GMDR000436,Which of the following Greek medical roots implies **muscular> flesh-like**? The choices are *sclero-*> *schisto-*> *sarco-*> and *scoto-*.,sarco-
GMDR000437,Which of the following Greek medical roots implies **darkness**? The choices are *sclero-*> *schisto-*> *sarco-*> and *scoto-*.,scoto-
GMDR000438,Which of the following Greek medical roots implies **tumor> mass> fluid collection**? The choices are *-oma*> *-opsy*> *-oid*> and *-osis*.,-oma
GMDR000439,Which of the following Greek medical roots implies **examination or inspection**? The choices are *-oma*> *-opsy*> *-oid*> and *-osis*.,-opsy
GMDR000440,Which of the following Greek medical roots implies **resemblance to**? The choices are *-oma*> *-opsy*> *-oid*> and *-osis*.,-oid
GMDR000441,Which of the following Greek medical roots implies **a condition> disease> process or increase**? The choices are *-oma*> *-opsy*> *-oid*> and *-osis*.,-osis
GMDR000442,Which of the following Greek medical roots implies **pertaining to a wing; 'pterygo-'> wing-shaped**? The choices are *ptero-*> *psych-*> *pyr-*> and *pyel-*.,ptero-
GMDR000443,Which of the following Greek medical roots implies **of or pertaining to the mind**? The choices are *ptero-*> *psych-*> *pyr-*> and *pyel-*.,psych-
GMDR000444,Which of the following Greek medical roots implies **fever**? The choices are *ptero-*> *psych-*> *pyr-*> and *pyel-*.,pyr-
GMDR000445,Which of the following Greek medical roots implies **pelvis**? The choices are *ptero-*> *psych-*> *pyr-*> and *pyel-*.,pyel-
GMDR000446,Which of the following Greek medical roots implies **toxin> poison**? The choices are *toxi-*> *trachea-*> *trichi-*> and *trachelo-*.,toxi-
GMDR000447,Which of the following Greek medical roots implies **trachea**? The choices are *toxi-*> *trachea-*> *trichi-*> and *trachelo-*.,trachea-
GMDR000448,Which of the following Greek medical roots implies **of or pertaining to hair> hair-like structure**? The choices are *toxi-*> *trachea-*> *trichi-*> and *trachelo-*.,trichi-
GMDR000449,Which of the following Greek medical roots implies **of or pertaining to the neck**? The choices are *toxi-*> *trachea-*> *trichi-*> and *trachelo-*.,trachelo-
GMDR000450,Which of the following Greek medical roots implies **foreign> different**? The choices are *xeno-*> *xiph-*> *xero-*> and *zymo-*.,xeno-
GMDR000451,Which of the following Greek medical roots implies **sword**? The choices are *xeno-*> *xiph-*> *xero-*> and *zymo-*.,xiph-
GMDR000452,Which of the following Greek medical roots implies **dry> desert-like**? The choices are *xeno-*> *xiph-*> *xero-*> and *zymo-*.,xero-
GMDR000453,Which of the following Greek medical roots implies **fermentation**? The choices are *xeno-*> *xiph-*> *xero-*> and *zymo-*.,zymo-
GMDR000454,Which of the following Greek medical roots implies **bone**? The choices are *oste-*> *ortho-*> *oto-*> and *-osis*.,oste-
GMDR000455,Which of the following Greek medical roots implies **denoting something as straight or correct**? The choices are *oste-*> *ortho-*> *oto-*> and *-osis*.,ortho-
GMDR000456,Which of the following Greek medical roots implies **of or pertaining to the ear**? The choices are *oste-*> *ortho-*> *oto-*> and *-osis*.,oto-
GMDR000457,Which of the following Greek medical roots implies **a condition> disease> process or increase**? The choices are *oste-*> *ortho-*> *oto-*> and *-osis*.,-osis
GMDR000458,Which of the following Greek medical roots implies **case> sheath**? The choices are *thec-*> *thel-*> *thely-*> and *thyro-*.,thec-
GMDR000459,Which of the following Greek medical roots implies **of or pertaining to a nipple (uncommon as a prefix)**? The choices are *thec-*> *thel-*> *thely-*> and *thyro-*.,thel-
GMDR000460,Which of the following Greek medical roots implies **denoting something as relating to a woman> feminine**? The choices are *thec-*> *thel-*> *thely-*> and *thyro-*.,thely-
GMDR000461,Which of the following Greek medical roots implies **thyroid**? The choices are *thec-*> *thel-*> *thely-*> and *thyro-*.,thyro-
GMDR000462,Which of the following Greek medical roots implies **emotions**? The choices are *thym-*> *thel-*> *thely-*> and *thyro-*.,thym-
GMDR000463,Which of the following Greek medical roots implies **of or pertaining to a nipple (uncommon as a prefix)**? The choices are *thym-*> *thel-*> *thely-*> and *thyro-*.,thel-
GMDR000464,Which of the following Greek medical roots implies **denoting something as relating to a woman> feminine**? The choices are *thym-*> *thel-*> *thely-*> and *thyro-*.,thely-
GMDR000465,Which of the following Greek medical roots implies **thyroid**? The choices are *thym-*> *thel-*> *thely-*> and *thyro-*.,thyro-
GMDR000466,Which of the following Greek medical roots implies **case> sheath**? The choices are *thec-*> *thym-*> *thely-*> and *thyro-*.,thec-
GMDR000467,Which of the following Greek medical roots implies **emotions**? The choices are *thec-*> *thym-*> *thely-*> and *thyro-*.,thym-
GMDR000468,Which of the following Greek medical roots implies **denoting something as relating to a woman> feminine**? The choices are *thec-*> *thym-*> *thely-*> and *thyro-*.,thely-
GMDR000469,Which of the following Greek medical roots implies **thyroid**? The choices are *thec-*> *thym-*> *thely-*> and *thyro-*.,thyro-
GMDR000470,Which of the following Greek medical roots implies **case> sheath**? The choices are *thec-*> *thel-*> *thym-*> and *thyro-*.,thec-
GMDR000471,Which of the following Greek medical roots implies **of or pertaining to a nipple (uncommon as a prefix)**? The choices are *thec-*> *thel-*> *thym-*> and *thyro-*.,thel-
GMDR000472,Which of the following Greek medical roots implies **emotions**? The choices are *thec-*> *thel-*> *thym-*> and *thyro-*.,thym-
GMDR000473,Which of the following Greek medical roots implies **thyroid**? The choices are *thec-*> *thel-*> *thym-*> and *thyro-*.,thyro-
GMDR000474,Which of the following Greek medical roots implies **case> sheath**? The choices are *thec-*> *thel-*> *thely-*> and *thym-*.,thec-
GMDR000475,Which of the following Greek medical roots implies **of or pertaining to a nipple (uncommon as a prefix)**? The choices are *thec-*> *thel-*> *thely-*> and *thym-*.,thel-
GMDR000476,Which of the following Greek medical roots implies **denoting something as relating to a woman> feminine**? The choices are *thec-*> *thel-*> *thely-*> and *thym-*.,thely-
GMDR000477,Which of the following Greek medical roots implies **emotions**? The choices are *thec-*> *thel-*> *thely-*> and *thym-*.,thym-
GMDR000478,Define the medical root that appears in the term **neuralgia**.,**algesi-** meaning __pain__; **neur-** meaning __of or pertaining to nerves and the nervous system__ (and **neuralgia** meaning __nerve pain__)
GMDR000479,Define the medical root that appears in the term **android**.,**andr-** meaning __pertaining to a man__; **-oid** meaning __resemblance to__ (and **android** meaning __a robot resembling a human__)
GMDR000480,Define the medical root that appears in the term **angioplasty**.,**angi-** meaning __blood vessel__; **-plasty** meaning __surgical repair> reconstruction__ (and **angioplasty** meaning __surgical repair or unblocking of blood vessels__)
GMDR000481,Define the medical root that appears in the term **gastroparesis**.,**gastr-** meaning __of or pertaining to the stomach__; **-paresis** meaning __slight paralysis__ (and **gastroparesis** meaning __weakness or paralysis of stomach muscles> causing delayed digestion__)
GMDR000482,Which of the following Greek medical roots appears in **hemophilia** (*disorder preventing blood from properly clotting*)? The choices are *hema-*> *homo-*> *homeo-*> and *hemi-*.,hema-
GMDR000483,Define the medical root that appears in the term **hemophilia**.,**-aemia** meaning __blood condition__; **hema-** meaning __blood (AmE)__; **-philia** meaning __attraction for__ (and **hemophilia** meaning __disorder preventing blood from properly clotting__)
GMDR000484,Define the medical root that appears in the term **anatomy**.,**ana-** meaning __back> again> up__; **-tomy** meaning __act of cutting; incising> incision__ (and **anatomy** meaning __study of body structure through dissection__)
GMDR000485,Define the medical root that appears in the term **antitoxin**.,**anti-** meaning __describing something as 'against' or 'opposed to' another__; **toxi-** meaning __toxin> poison__ (and **antitoxin** meaning __substance that neutralizes toxin__)
GMDR000486,Define the medical root that appears in the term **arteriosclerosis**.,**arterio-** meaning __of or pertaining to an artery__; **-sclerosis** meaning __hardening__ (and **arteriosclerosis** meaning __hardening of arteries__)
GMDR000487,Define the medical root that appears in the term **arthroscopy**.,**arthr-** meaning __of or pertaining to the joints> limbs__; **-scope** meaning __instrument for or process of viewing__ (and **arthroscopy** meaning __examination of joint__)
GMDR000488,Define the medical root that appears in the term **arthroplasty**.,**arthr-** meaning __of or pertaining to the joints> limbs__; **-plasty** meaning __surgical repair> reconstruction__ (and **arthroplasty** meaning __surgical repair of joint__)
GMDR000489,Define the medical root that appears in the term **myasthenia**.,**-asthenia** meaning __weakness__; **stheno-** meaning __strength> force> power__ (and **myasthenia** meaning __muscle weakness__)
GMDR000490,Which of the following Greek medical roots appears in **blepharoplasty** (*eyelid surgery*)? The choices are *blast-*> *blepharo-*> *brachy-*> and *brady-*.,blepharo-
GMDR000491,Define the medical root that appears in the term **blepharoplasty**.,**blepharo-** meaning __of or pertaining to the eyelid__; **-plasty** meaning __surgical repair> reconstruction__ (and **blepharoplasty** meaning __eyelid surgery__)
GMDR000492,Define the medical root that appears in the term **cyanosis**.,**cyano-** meaning __having a blue color__; **-osis** meaning __a condition> disease> process or increase__ (and **cyanosis** meaning __a bluish discoloration of the skin due to lack of oxygen__)
GMDR000493,Define the medical root that appears in the term **biopsy**.,**bio-** meaning __life__; **-opsy** meaning __examination or inspection__ (and **biopsy** meaning __the removal and examination of tissue from the body__)
GMDR000494,Define the medical root that appears in the term **carcinoma**.,**carcin-** meaning __cancer__; **-oma** meaning __tumor> mass> fluid collection__ (and **carcinoma** meaning __a malignant tumor originating in epithelial tissue__)
GMDR000495,Define the medical root that appears in the term **chemotherapy**.,**chemo-** meaning __chemistry> drug__; **therap-** meaning __treatment__ (and **chemotherapy** meaning __treatment of disease> especially cancer> using chemicals__)
GMDR000496,Define the medical root that appears in the term **chlorophyll**.,**chlor-** meaning __denoting a green color__; **phyllo-** meaning __leaf-like__ (and **chlorophyll** meaning __a green pigment in plants essential for photosynthesis__)
GMDR000497,Define the medical root that appears in the term **colonoscopy**.,**col-** meaning __colon__; **-scope** meaning __instrument for or process of viewing__ (and **colonoscopy** meaning __examination of the colon__)
GMDR000498,Define the medical root that appears in the term **colposcopy**.,**colp-** meaning __of or pertaining to the vagina__; **-opsy** meaning __examination or inspection__ (and **colposcopy** meaning __examination of the vagina and cervix__)
GMDR000499,Define the medical root that appears in the term **colpopexy**.,**colp-** meaning __of or pertaining to the vagina__; **-pexy** meaning __fixation__ (and **colpopexy** meaning __surgical fixation of the vagina__)
GMDR000500,Define the medical root that appears in the term **syndactyly**.,**-dactylo-** meaning __of or pertaining to a finger> toe__; **sy-** meaning __indicates similarity> likeness> or being together; assimilates before some consonants: before l to syl-> s to sys-> before a labial consonant to sym-__ (and **syndactyly** meaning __fusion of fingers or toes__)
GMDR000501,Define the medical root that appears in the term **spondylodesis**.,**-desis** meaning __binding__; **spondylo-** meaning __of or pertaining to the spine> the vertebra__ (and **spondylodesis** meaning __fusion of vertebrae__)
GMDR000502,Define the medical root that appears in the term **diplegia**.,**di-** meaning __two__; **-plegia** meaning __paralysis__ (and **diplegia** meaning __paralysis affecting similar parts on both sides__)
GMDR000503,Define the medical root that appears in the term **polydipsia**.,**-dipsia** meaning __(condition of) thirst__; **poly-** meaning __denotes a 'plurality' of something__ (and **polydipsia** meaning __excessive thirst__)
GMDR000504,Define the medical root that appears in the term **dyspepsia**.,**dys-** meaning __bad> difficult> defective> abnormal__; **-pepsia** meaning __denotes something relating to digestion> or the digestive tract.__ (and **dyspepsia** meaning __indigestion or impaired digestion__)
GMDR000505,Define the medical root that appears in the term **dystonia**.,**dys-** meaning __bad> difficult> defective> abnormal__; **ton-** meaning __tone> tension> pressure__ (and **dystonia** meaning __a disorder involving abnormal muscle tone__)
GMDR000506,Define the medical root that appears in the term **ectopia**.,**ec-** meaning __out> away__; **topo-** meaning __place> topical__ (and **ectopia** meaning __displacement of an organ from its normal position__)
GMDR000507,Define the medical root that appears in the term **splenectomy**.,**-ectomy** meaning __denotes a surgical operation or removal of a body part; resection> excision__; **spleno-** meaning __spleen__ (and **splenectomy** meaning __removal of spleen__)
GMDR000508,Define the medical root that appears in the term **nephrectomy**.,**-ectomy** meaning __denotes a surgical operation or removal of a body part; resection> excision__; **nephro-** meaning __of or pertaining to the kidney__ (and **nephrectomy** meaning __surgical removal of kidney__)
GMDR000509,Define the medical root that appears in the term **endoscope**.,**endo-** meaning __denotes something as inside or within__; **-scope** meaning __instrument for or process of viewing__ (and **endoscope** meaning __instrument for viewing internal organs__)
GMDR000510,Define the medical root that appears in the term **eosinophilia**.,**eosino-** meaning __having a red color__; **-philia** meaning __attraction for__ (and **eosinophilia** meaning __increased eosinophils in blood__)
GMDR000511,Define the medical root that appears in the term **exophthalmos**.,**exo-** meaning __denotes something as "outside" another__; **ophthalmo-** meaning __of or pertaining to the (eye)__ (and **exophthalmos** meaning __abnormal protrusion of eyeball__)
GMDR000512,Define the medical root that appears in the term **galactorrhea**.,**galact-** meaning __milk__; **-rrhea** meaning __flowing> discharge__ (and **galactorrhea** meaning __excessive or inappropriate milk production__)
GMDR000513,Define the medical root that appears in the term **pathogen**.,**-gen** meaning __born in> from__; **patho-** meaning __disease__ (and **pathogen** meaning __disease-causing organism__)
GMDR000514,Define the medical root that appears in the term **prognosis**.,**-gnosis** meaning __knowledge__; **pro-** meaning __denotes something as 'before' another (in [physical] position or time)__ (and **prognosis** meaning __a forecast of the likely outcome of a disease or condition__)
GMDR000515,Which of the following Greek medical roots appears in **hemiplegia** (*paralysis of one side of body*)? The choices are *hema-*> *homo-*> *homeo-*> and *hemi-*.,hemi-
GMDR000516,Define the medical root that appears in the term **hemiplegia**.,**hemi-** meaning __one-half__; **-plegia** meaning __paralysis__ (and **hemiplegia** meaning __paralysis of one side of body__)
GMDR000517,Which of the following Greek medical roots appears in **hemiparesis** (*weakness on one side of body*)? The choices are *hema-*> *homo-*> *homeo-*> and *hemi-*.,hemi-
GMDR000518,Define the medical root that appears in the term **hemiparesis**.,**hemi-** meaning __one-half__; **-paresis** meaning __slight paralysis__ (and **hemiparesis** meaning __weakness on one side of body__)
GMDR000519,Which of the following Greek medical roots appears in **homeostasis** (*physiological equilibrium*)? The choices are *hema-*> *homo-*> *homeo-*> and *hemi-*.,homeo-
GMDR000520,Define the medical root that appears in the term **homeostasis**.,**homeo-** meaning __similar__; **-stasis** meaning __stopping> standing__ (and **homeostasis** meaning __physiological equilibrium__)
GMDR000521,Define the medical root that appears in the term **hypothyroidism**.,**hypo-** meaning __below normal__; **thyro-** meaning __thyroid__ (and **hypothyroidism** meaning __underactivity of the thyroid gland__)
GMDR000522,Define the medical root that appears in the term **hyperthyroidism**.,**hyper-** meaning __extreme or beyond normal__; **-ism** meaning __condition> disease__; **thyro-** meaning __thyroid__ (and **hyperthyroidism** meaning __overactivity of the thyroid gland__)
GMDR000523,Define the medical root that appears in the term **hysteropexy**.,**hystero-** meaning __of or pertaining to the womb or the uterus__; **-pexy** meaning __fixation__ (and **hysteropexy** meaning __surgical fixation of uterus__)
GMDR000524,Define the medical root that appears in the term **psychiatry**.,**-iatry** meaning __denotes a field in medicine emphasizing a certain body component__; **psych-** meaning __of or pertaining to the mind__ (and **psychiatry** meaning __treatment of mental disorders__)
GMDR000525,Define the medical root that appears in the term **hepatic**.,**-ic** meaning __pertaining to__; **-tic** meaning __pertaining to__ (and **hepatic** meaning __relating to liver__)
GMDR000526,Define the medical root that appears in the term **laparoscopy**.,**laparo-** meaning __of or pertaining to the abdominal wall> flank__; **-scope** meaning __instrument for or process of viewing__ (and **laparoscopy** meaning __minimally invasive examination of the abdominal cavity__)
GMDR000527,Define the medical root that appears in the term **narcolepsy**.,**-lepsis** meaning __attack> seizure__; **narco-** meaning __numb> sleep__; **-plexy** meaning __stroke or seizure__ (and **narcolepsy** meaning __a condition characterized by sudden> uncontrollable sleep episodes__)
GMDR000528,Define the medical root that appears in the term **lithotripsy**.,**litho-** meaning __stone> calculus__; **-tripsy** meaning __crushing__ (and **lithotripsy** meaning __crushing of stones in the urinary tract or gallbladder__)
GMDR000529,Define the medical root that appears in the term **neurology**.,**-logy** meaning __denotes the academic study or practice of a certain field; the study of__; **neur-** meaning __of or pertaining to nerves and the nervous system__ (and **neurology** meaning __study of nervous system__)
GMDR000530,Define the medical root that appears in the term **pathology**.,**-logy** meaning __denotes the academic study or practice of a certain field; the study of__; **patho-** meaning __disease__ (and **pathology** meaning __study of disease__)
GMDR000531,Define the medical root that appears in the term **paralysis**.,**lyso-** meaning __dissolution__; **para-** meaning __alongside of__ (and **paralysis** meaning __loss of the ability to move a part of the body__)
GMDR000532,Define the medical root that appears in the term **osteomalacia**.,**-malacia** meaning __softening__; **oste-** meaning __bone__ (and **osteomalacia** meaning __softening of the bones> often due to vitamin D deficiency__)
GMDR000533,Define the medical root that appears in the term **melanoma**.,**melano-** meaning __having a black color__; **-oma** meaning __tumor> mass> fluid collection__ (and **melanoma** meaning __a malignant and dark tumor of melanocytes (pigment-producing cells)__)
GMDR000534,Define the medical root that appears in the term **menorrhagia**.,**men-** meaning __month> menstrual cycle__; **-rrhage** meaning __burst forth> rapid flow (of blood> usually)__ (and **menorrhagia** meaning __excessive menstrual bleeding__)
GMDR000535,Define the medical root that appears in the term **metastasis**.,**met-** meaning __after> beside> beyond or change__; **-stasis** meaning __stopping> standing__ (and **metastasis** meaning __spread of disease__)
GMDR000536,Define the medical root that appears in the term **thermometer**.,**-meter** meaning __instrument used to measure or count__; **thermo-** meaning __heat__ (and **thermometer** meaning __device for measuring temperature__)
GMDR000537,Define the medical root that appears in the term **metrorrhagia**.,**metr-** meaning __pertaining to conditions or instruments of the uterus__; **-rrhage** meaning __burst forth> rapid flow (of blood> usually)__ (and **metrorrhagia** meaning __abnormal bleeding from the uterus__)
GMDR000538,Define the medical root that appears in the term **microscope**.,**micr-** meaning __millionth; denoting something as small> relating to smallness__; **-scope** meaning __instrument for or process of viewing__ (and **microscope** meaning __an instrument for viewing very small objects__)
GMDR000539,Define the medical root that appears in the term **monoplegia**.,**mon-** meaning __single__; **-plegia** meaning __paralysis__ (and **monoplegia** meaning __paralysis of single limb__)
GMDR000540,Which of the following Greek medical roots appears in **myopathy** (*muscle disease*)? The choices are *myo-*> *myco-*> *myelo-*> and *mylo-*.,myo-
GMDR000541,Which of the following Greek medical roots appears in **myopathy** (*muscle disease*)? The choices are *myri-*> *myo-*> *myelo-*> and *myco-*.,myo-
GMDR000542,Define the medical root that appears in the term **myopathy**.,**myo-** meaning __of or relating to muscle__; **-pathy** meaning __denotes (with a negative sense) a disease> or disorder__ (and **myopathy** meaning __muscle disease__)
GMDR000543,Which of the following Greek medical roots appears in **myriapod** (*many-footed organism*)? The choices are *myri-*> *myo-*> *myelo-*> and *myco-*.,myri-
