GMDR000000,What Greek medical root comes from the Greek **ἀ-/ἀν- (a-/an-)> not> without**?,a-> an- (meaning **not> without (alpha privative)**)
GMDR000397,Which of the following Greek medical roots implies **blood vessel**? The choices are *ankyl-*> *angi-*> *atelo-*> and *andr-*.,angi-
GMDR000398,Which of the following Greek medical roots implies **imperfect or incomplete development**? The choices are *ankyl-*> *angi-*> *atelo-*> and *andr-*.,atelo-
GMDR000399,Which of the following Greek medical roots implies **pertaining to a man**? The choices are *ankyl-*> *angi-*> *atelo-*> and *andr-*.,andr-
GMDR000400,Which of the following Greek medical roots implies **denoting something as crooked> bent> or stiff**? The choices are *ankyl-*> *angi-*> *aniso-*> and *atelo-*.,ankyl-
GMDR000401,Which of the following Greek medical roots implies **blood vessel**? The choices are *ankyl-*> *angi-*> *aniso-*> and *atelo-*.,angi-
GMDR000402,Which of the following Greek medical roots implies **describing something as unequal**? The choices are *ankyl-*> *angi-*> *aniso-*> and *atelo-*.,aniso-
GMDR000403,Which of the following Greek medical roots implies **imperfect or incomplete development**? The choices are *ankyl-*> *angi-*> *aniso-*> and *atelo-*.,atelo-
GMDR000404,Which of the following Greek medical roots implies **self**? The choices are *aut-*> *auxo-*> *apo-*> and *all-*.,aut-
GMDR000405,Which of the following Greek medical roots implies **increase; growth**? The choices are *aut-*> *auxo-*> *apo-*> and *all-*.,auxo-
GMDR000406,Which of the following Greek medical roots implies **away> separated from> derived from**? The choices are *aut-*> *auxo-*> *apo-*> and *all-*.,apo-
GMDR000407,Which of the following Greek medical roots implies **denoting something as different> or as an addition**? The choices are *aut-*> *auxo-*> *apo-*> and *all-*.,all-
GMDR000408,Which of the following Greek medical roots implies **of or pertaining to the joints> limbs**? The choices are *arthr-*> *arterio-*> *andr-*> and *amphi-*.,arthr-
GMDR000409,Which of the following Greek medical roots implies **of or pertaining to an artery**? The choices are *arthr-*> *arterio-*> *andr-*> and *amphi-*.,arterio-
GMDR000410,Which of the following Greek medical roots implies **pertaining to a man**? The choices are *arthr-*> *arterio-*> *andr-*> and *amphi-*.,andr-
GMDR000411,Which of the following Greek medical roots implies **on both sides**? The choices are *arthr-*> *arterio-*> *andr-*> and *amphi-*.,amphi-
GMDR000412,Which of the following Greek medical roots implies **germinate or bud**? The choices are *blast-*> *blepharo-*> *brachy-*> and *brady-*.,blast-
GMDR000413,Which of the following Greek medical roots implies **of or pertaining to the eyelid**? The choices are *blast-*> *blepharo-*> *brachy-*> and *brady-*.,blepharo-
GMDR000414,Which of the following Greek medical roots implies **indicating 'short' or less commonly 'little'**? The choices are *blast-*> *blepharo-*> *brachy-*> and *brady-*.,brachy-
GMDR000415,Which of the following Greek medical roots implies **slow**? The choices are *blast-*> *blepharo-*> *brachy-*> and *brady-*.,brady-
GMDR000416,Which of the following Greek medical roots implies **germinate or bud**? The choices are *blast-*> *-clast*> *brachy-*> and *brady-*.,blast-
GMDR000417,Which of the following Greek medical roots implies **break**? The choices are *blast-*> *-clast*> *brachy-*> and *brady-*.,-clast
GMDR000418,Which of the following Greek medical roots implies **indicating 'short' or less commonly 'little'**? The choices are *blast-*> *-clast*> *brachy-*> and *brady-*.,brachy-
GMDR000419,Which of the following Greek medical roots implies **slow**? The choices are *blast-*> *-clast*> *brachy-*> and *brady-*.,brady-
GMDR000420,Which of the following Greek medical roots implies **denoting a green color**? The choices are *chlor-*> *cholecysto-*> *chondrio-*> and *chromato-*.,chlor-
GMDR000421,Which of the following Greek medical roots implies **of or pertaining to the gallbladder**? The choices are *chlor-*> *cholecysto-*> *chondrio-*> and *chromato-*.,cholecysto-
GMDR000422,Which of the following Greek medical roots implies **cartilage> gristle> granule> granular**? The choices are *chlor-*> *cholecysto-*> *chondrio-*> and *chromato-*.,chondrio-
GMDR000423,Which of the following Greek medical roots implies **color**? The choices are *chlor-*> *cholecysto-*> *chondrio-*> and *chromato-*.,chromato-
GMDR000424,Which of the following Greek medical roots implies **of or pertaining to the urinary bladder**? The choices are *cysto-*> *cyto-*> *cephalo-*> and *cerato-*.,cysto-
GMDR000425,Which of the following Greek medical roots implies **cell**? The choices are *cysto-*> *cyto-*> *cephalo-*> and *cerato-*.,cyto-
GMDR000426,Which of the following Greek medical roots implies **of or pertaining to the head (as a whole)**? The choices are *cysto-*> *cyto-*> *cephalo-*> and *cerato-*.,cephalo-
GMDR000427,Which of the following Greek medical roots implies **of or pertaining to the cornu; a horn**? The choices are *cysto-*> *cyto-*> *cephalo-*> and *cerato-*.,cerato-
GMDR000428,Which of the following Greek medical roots implies **of or pertaining to the lips**? The choices are *cheil-*> *cyto-*> *chir-*> and *cerato-*.,cheil-
GMDR000429,Which of the following Greek medical roots implies **cell**? The choices are *cheil-*> *cyto-*> *chir-*> and *cerato-*.,cyto-
GMDR000430,Which of the following Greek medical roots implies **of or pertaining to the hand**? The choices are *cheil-*> *cyto-*> *chir-*> and *cerato-*.,chir-
GMDR000431,Which of the following Greek medical roots implies **of or pertaining to the cornu; a horn**? The choices are *cheil-*> *cyto-*> *chir-*> and *cerato-*.,cerato-
GMDR000432,Which of the following Greek medical roots implies **of or pertaining to the lips**? The choices are *cheil-*> *cyto-*> *cephalo-*> and *cerato-*.,cheil-
GMDR000433,Which of the following Greek medical roots implies **cell**? The choices are *cheil-*> *cyto-*> *cephalo-*> and *cerato-*.,cyto-
GMDR000434,Which of the following Greek medical roots implies **of or pertaining to the head (as a whole)**? The choices are *cheil-*> *cyto-*> *cephalo-*> and *cerato-*.,cephalo-
GMDR000435,Which of the following Greek medical roots implies **of or pertaining to the cornu; a horn**? The choices are *cheil-*> *cyto-*> *cephalo-*> and *cerato-*.,cerato-
GMDR000436,Which of the following Greek medical roots implies **of or pertaining to the skin**? The choices are *dermato-*> *-desis*> *di-*> and *dia-*.,dermato-
GMDR000437,Which of the following Greek medical roots implies **binding**? The choices are *dermato-*> *-desis*> *di-*> and *dia-*.,-desis
GMDR000438,Which of the following Greek medical roots implies **two**? The choices are *dermato-*> *-desis*> *di-*> and *dia-*.,di-
GMDR000439,Which of the following Greek medical roots implies **through> during> across**? The choices are *dermato-*> *-desis*> *di-*> and *dia-*.,dia-
GMDR000440,Which of the following Greek medical roots implies **outer> outside**? The choices are *ecto-*> *endo-*> *epi-*> and *exo-*.,ecto-
GMDR000441,Which of the following Greek medical roots implies **denotes something as inside or within**? The choices are *ecto-*> *endo-*> *epi-*> and *exo-*.,endo-
GMDR000442,Which of the following Greek medical roots implies **on> upon**? The choices are *ecto-*> *endo-*> *epi-*> and *exo-*.,epi-
GMDR000443,Which of the following Greek medical roots implies **denotes something as "outside" another**? The choices are *ecto-*> *endo-*> *epi-*> and *exo-*.,exo-
GMDR000444,Which of the following Greek medical roots implies **cold**? The choices are *cryo-*> *cyano-*> *cycl-*> and *cypho-*.,cryo-
GMDR000445,Which of the following Greek medical roots implies **having a blue color**? The choices are *cryo-*> *cyano-*> *cycl-*> and *cypho-*.,cyano-
GMDR000446,Which of the following Greek medical roots implies **circle> cycle**? The choices are *cryo-*> *cyano-*> *cycl-*> and *cypho-*.,cycl-
GMDR000447,Which of the following Greek medical roots implies **denotes something as bent (uncommon as a prefix)**? The choices are *cryo-*> *cyano-*> *cycl-*> and *cypho-*.,cypho-
GMDR000448,Which of the following Greek medical roots implies **one-half**? The choices are *hemi-*> *homo-*> *homeo-*> and *hemangio-*.,hemi-
GMDR000449,Which of the following Greek medical roots implies **denotes something as "the same" as another or common**? The choices are *hemi-*> *homo-*> *homeo-*> and *hemangio-*.,homo-
GMDR000450,Which of the following Greek medical roots implies **similar**? The choices are *hemi-*> *homo-*> *homeo-*> and *hemangio-*.,homeo-
GMDR000451,Which of the following Greek medical roots implies **blood vessels**? The choices are *hemi-*> *homo-*> *homeo-*> and *hemangio-*.,hemangio-
GMDR000452,Which of the following Greek medical roots implies **blood (AmE)**? The choices are *hema-*> *hemi-*> *homeo-*> and *hemangio-*.,hema-
GMDR000453,Which of the following Greek medical roots implies **one-half**? The choices are *hema-*> *hemi-*> *homeo-*> and *hemangio-*.,hemi-
GMDR000454,Which of the following Greek medical roots implies **similar**? The choices are *hema-*> *hemi-*> *homeo-*> and *hemangio-*.,homeo-
GMDR000455,Which of the following Greek medical roots implies **blood vessels**? The choices are *hema-*> *hemi-*> *homeo-*> and *hemangio-*.,hemangio-
GMDR000456,Which of the following Greek medical roots implies **blood (AmE)**? The choices are *hema-*> *homo-*> *hemi-*> and *hemangio-*.,hema-
GMDR000457,Which of the following Greek medical roots implies **denotes something as "the same" as another or common**? The choices are *hema-*> *homo-*> *hemi-*> and *hemangio-*.,homo-
GMDR000458,Which of the following Greek medical roots implies **one-half**? The choices are *hema-*> *homo-*> *hemi-*> and *hemangio-*.,hemi-
GMDR000459,Which of the following Greek medical roots implies **blood vessels**? The choices are *hema-*> *homo-*> *hemi-*> and *hemangio-*.,hemangio-
GMDR000460,Which of the following Greek medical roots implies **blood (AmE)**? The choices are *hema-*> *homo-*> *homeo-*> and *hemangio-*.,hema-
GMDR000461,Which of the following Greek medical roots implies **denotes something as "the same" as another or common**? The choices are *hema-*> *homo-*> *homeo-*> and *hemangio-*.,homo-
GMDR000462,Which of the following Greek medical roots implies **similar**? The choices are *hema-*> *homo-*> *homeo-*> and *hemangio-*.,homeo-
GMDR000463,Which of the following Greek medical roots implies **blood vessels**? The choices are *hema-*> *homo-*> *homeo-*> and *hemangio-*.,hemangio-
GMDR000464,Which of the following Greek medical roots implies **blood (AmE)**? The choices are *hema-*> *homo-*> *homeo-*> and *hemi-*.,hema-
GMDR000465,Which of the following Greek medical roots implies **denotes something as "the same" as another or common**? The choices are *hema-*> *homo-*> *homeo-*> and *hemi-*.,homo-
GMDR000466,Which of the following Greek medical roots implies **similar**? The choices are *hema-*> *homo-*> *homeo-*> and *hemi-*.,homeo-
GMDR000467,Which of the following Greek medical roots implies **one-half**? The choices are *hema-*> *homo-*> *homeo-*> and *hemi-*.,hemi-
GMDR000468,Which of the following Greek medical roots implies **water**? The choices are *hydro-*> *hypo-*> *hyper-*> and *hystero-*.,hydro-
GMDR000469,Which of the following Greek medical roots implies **below normal**? The choices are *hydro-*> *hypo-*> *hyper-*> and *hystero-*.,hypo-
GMDR000470,Which of the following Greek medical roots implies **extreme or beyond normal**? The choices are *hydro-*> *hypo-*> *hyper-*> and *hystero-*.,hyper-
GMDR000471,Which of the following Greek medical roots implies **of or pertaining to the womb or the uterus**? The choices are *hydro-*> *hypo-*> *hyper-*> and *hystero-*.,hystero-
GMDR000472,Which of the following Greek medical roots implies **enlargement> million**? The choices are *mega-*> *masto-*> *melano-*> and *men-*.,mega-
GMDR000473,Which of the following Greek medical roots implies **of or pertaining to the breast**? The choices are *mega-*> *masto-*> *melano-*> and *men-*.,masto-
GMDR000474,Which of the following Greek medical roots implies **having a black color**? The choices are *mega-*> *masto-*> *melano-*> and *men-*.,melano-
GMDR000475,Which of the following Greek medical roots implies **month> menstrual cycle**? The choices are *mega-*> *masto-*> *melano-*> and *men-*.,men-
GMDR000476,Which of the following Greek medical roots implies **of or relating to muscle**? The choices are *myo-*> *myco-*> *myelo-*> and *mylo-*.,myo-
GMDR000477,Which of the following Greek medical roots implies **fungus**? The choices are *myo-*> *myco-*> *myelo-*> and *mylo-*.,myco-
GMDR000478,Which of the following Greek medical roots implies **of or relating to bone marrow or the spinal cord**? The choices are *myo-*> *myco-*> *myelo-*> and *mylo-*.,myelo-
GMDR000479,Which of the following Greek medical roots implies **of or relating to molar teeth or the lower jaw**? The choices are *myo-*> *myco-*> *myelo-*> and *mylo-*.,mylo-
GMDR000480,Which of the following Greek medical roots implies **ileum**? The choices are *ileo-*> *idio-*> *isch-*> and *ischio-*.,ileo-
GMDR000481,Which of the following Greek medical roots implies **self> one's own**? The choices are *ileo-*> *idio-*> *isch-*> and *ischio-*.,idio-
GMDR000482,Which of the following Greek medical roots implies **restriction**? The choices are *ileo-*> *idio-*> *isch-*> and *ischio-*.,isch-
GMDR000483,Which of the following Greek medical roots implies **of or pertaining to the ischium> the hip-joint**? The choices are *ileo-*> *idio-*> *isch-*> and *ischio-*.,ischio-
GMDR000484,Which of the following Greek medical roots implies **denoting something as being equal**? The choices are *iso-*> *ileo-*> *isch-*> and *ischio-*.,iso-
GMDR000485,Which of the following Greek medical roots implies **ileum**? The choices are *iso-*> *ileo-*> *isch-*> and *ischio-*.,ileo-
GMDR000486,Which of the following Greek medical roots implies **restriction**? The choices are *iso-*> *ileo-*> *isch-*> and *ischio-*.,isch-
GMDR000487,Which of the following Greek medical roots implies **of or pertaining to the ischium> the hip-joint**? The choices are *iso-*> *ileo-*> *isch-*> and *ischio-*.,ischio-
GMDR000488,Which of the following Greek medical roots implies **denoting something as being equal**? The choices are *iso-*> *idio-*> *ileo-*> and *ischio-*.,iso-
GMDR000489,Which of the following Greek medical roots implies **self> one's own**? The choices are *iso-*> *idio-*> *ileo-*> and *ischio-*.,idio-
GMDR000490,Which of the following Greek medical roots implies **ileum**? The choices are *iso-*> *idio-*> *ileo-*> and *ischio-*.,ileo-
GMDR000491,Which of the following Greek medical roots implies **of or pertaining to the ischium> the hip-joint**? The choices are *iso-*> *idio-*> *ileo-*> and *ischio-*.,ischio-
GMDR000492,Which of the following Greek medical roots implies **denoting something as being equal**? The choices are *iso-*> *idio-*> *isch-*> and *ileo-*.,iso-
GMDR000493,Which of the following Greek medical roots implies **self> one's own**? The choices are *iso-*> *idio-*> *isch-*> and *ileo-*.,idio-
GMDR000494,Which of the following Greek medical roots implies **restriction**? The choices are *iso-*> *idio-*> *isch-*> and *ileo-*.,isch-
GMDR000495,Which of the following Greek medical roots implies **ileum**? The choices are *iso-*> *idio-*> *isch-*> and *ileo-*.,ileo-
GMDR000496,Which of the following Greek medical roots implies **denoting something as being equal**? The choices are *iso-*> *idio-*> *isch-*> and *ischio-*.,iso-
GMDR000497,Which of the following Greek medical roots implies **self> one's own**? The choices are *iso-*> *idio-*> *isch-*> and *ischio-*.,idio-
GMDR000498,Which of the following Greek medical roots implies **restriction**? The choices are *iso-*> *idio-*> *isch-*> and *ischio-*.,isch-
GMDR000499,Which of the following Greek medical roots implies **of or pertaining to the ischium> the hip-joint**? The choices are *iso-*> *idio-*> *isch-*> and *ischio-*.,ischio-
GMDR000500,Which of the following Greek medical roots implies **dissolution**? The choices are *lyso-*> *lissos-*> *-lysis*> and *lipo-*.,lyso-
GMDR000501,Which of the following Greek medical roots implies **smooth**? The choices are *lyso-*> *lissos-*> *-lysis*> and *lipo-*.,lissos-
GMDR000502,Which of the following Greek medical roots implies **destruction> separation**? The choices are *lyso-*> *lissos-*> *-lysis*> and *lipo-*.,-lysis
GMDR000503,Which of the following Greek medical roots implies **fat**? The choices are *lyso-*> *lissos-*> *-lysis*> and *lipo-*.,lipo-
GMDR000504,Which of the following Greek medical roots implies **denoting a white color**? The choices are *leuco-*> *lissos-*> *-lysis*> and *lipo-*.,leuco-
GMDR000505,Which of the following Greek medical roots implies **smooth**? The choices are *leuco-*> *lissos-*> *-lysis*> and *lipo-*.,lissos-
GMDR000506,Which of the following Greek medical roots implies **destruction> separation**? The choices are *leuco-*> *lissos-*> *-lysis*> and *lipo-*.,-lysis
GMDR000507,Which of the following Greek medical roots implies **fat**? The choices are *leuco-*> *lissos-*> *-lysis*> and *lipo-*.,lipo-
GMDR000508,Which of the following Greek medical roots implies **dissolution**? The choices are *lyso-*> *leuco-*> *-lysis*> and *lipo-*.,lyso-
GMDR000509,Which of the following Greek medical roots implies **denoting a white color**? The choices are *lyso-*> *leuco-*> *-lysis*> and *lipo-*.,leuco-
GMDR000510,Which of the following Greek medical roots implies **destruction> separation**? The choices are *lyso-*> *leuco-*> *-lysis*> and *lipo-*.,-lysis
GMDR000511,Which of the following Greek medical roots implies **fat**? The choices are *lyso-*> *leuco-*> *-lysis*> and *lipo-*.,lipo-
GMDR000512,Which of the following Greek medical roots implies **dissolution**? The choices are *lyso-*> *lissos-*> *leuco-*> and *lipo-*.,lyso-
GMDR000513,Which of the following Greek medical roots implies **smooth**? The choices are *lyso-*> *lissos-*> *leuco-*> and *lipo-*.,lissos-
GMDR000514,Which of the following Greek medical roots implies **denoting a white color**? The choices are *lyso-*> *lissos-*> *leuco-*> and *lipo-*.,leuco-
GMDR000515,Which of the following Greek medical roots implies **fat**? The choices are *lyso-*> *lissos-*> *leuco-*> and *lipo-*.,lipo-
GMDR000516,Which of the following Greek medical roots implies **dissolution**? The choices are *lyso-*> *lissos-*> *-lysis*> and *leuco-*.,lyso-
GMDR000517,Which of the following Greek medical roots implies **smooth**? The choices are *lyso-*> *lissos-*> *-lysis*> and *leuco-*.,lissos-
GMDR000518,Which of the following Greek medical roots implies **destruction> separation**? The choices are *lyso-*> *lissos-*> *-lysis*> and *leuco-*.,-lysis
GMDR000519,Which of the following Greek medical roots implies **denoting a white color**? The choices are *lyso-*> *lissos-*> *-lysis*> and *leuco-*.,leuco-
GMDR000520,Which of the following Greek medical roots implies **having a red color**? The choices are *erythro-*> *esthesio-*> *eosino-*> and *exo-*.,erythro-
GMDR000521,Which of the following Greek medical roots implies **sensation (AmE)**? The choices are *erythro-*> *esthesio-*> *eosino-*> and *exo-*.,esthesio-
GMDR000522,Which of the following Greek medical roots implies **having a red color**? The choices are *erythro-*> *esthesio-*> *eosino-*> and *exo-*.,eosino-
GMDR000523,Which of the following Greek medical roots implies **denotes something as "outside" another**? The choices are *erythro-*> *esthesio-*> *eosino-*> and *exo-*.,exo-
GMDR000524,Which of the following Greek medical roots implies **pertaining to conditions or instruments of the uterus**? The choices are *metr-*> *-metry*> *-meter*> and *myxo-*.,metr-
GMDR000525,Which of the following Greek medical roots implies **process of measuring> -meter + -y (see -meter)**? The choices are *metr-*> *-metry*> *-meter*> and *myxo-*.,-metry
GMDR000526,Which of the following Greek medical roots implies **instrument used to measure or count**? The choices are *metr-*> *-metry*> *-meter*> and *myxo-*.,-meter
GMDR000527,Which of the following Greek medical roots implies **mucus**? The choices are *metr-*> *-metry*> *-meter*> and *myxo-*.,myxo-
GMDR000528,Which of the following Greek medical roots implies **of or pertaining to the tongue**? The choices are *glosso-*> *gluco-*> *glyc-*> and *gnath-*.,glosso-
GMDR000529,Which of the following Greek medical roots implies **sweet**? The choices are *glosso-*> *gluco-*> *glyc-*> and *gnath-*.,gluco-
GMDR000530,Which of the following Greek medical roots implies **sugar**? The choices are *glosso-*> *gluco-*> *glyc-*> and *gnath-*.,glyc-
GMDR000531,Which of the following Greek medical roots implies **of or pertaining to the jaw**? The choices are *glosso-*> *gluco-*> *glyc-*> and *gnath-*.,gnath-
GMDR000532,Which of the following Greek medical roots implies **Having a grey or bluish-grey colour**? The choices are *glauco-*> *gluco-*> *glyc-*> and *gnath-*.,glauco-
GMDR000533,Which of the following Greek medical roots implies **sweet**? The choices are *glauco-*> *gluco-*> *glyc-*> and *gnath-*.,gluco-
GMDR000534,Which of the following Greek medical roots implies **sugar**? The choices are *glauco-*> *gluco-*> *glyc-*> and *gnath-*.,glyc-
GMDR000535,Which of the following Greek medical roots implies **of or pertaining to the jaw**? The choices are *glauco-*> *gluco-*> *glyc-*> and *gnath-*.,gnath-
GMDR000536,Which of the following Greek medical roots implies **of or pertaining to the tongue**? The choices are *glosso-*> *glauco-*> *glyc-*> and *gnath-*.,glosso-
GMDR000537,Which of the following Greek medical roots implies **Having a grey or bluish-grey colour**? The choices are *glosso-*> *glauco-*> *glyc-*> and *gnath-*.,glauco-
GMDR000538,Which of the following Greek medical roots implies **sugar**? The choices are *glosso-*> *glauco-*> *glyc-*> and *gnath-*.,glyc-
GMDR000539,Which of the following Greek medical roots implies **of or pertaining to the jaw**? The choices are *glosso-*> *glauco-*> *glyc-*> and *gnath-*.,gnath-
GMDR000540,Which of the following Greek medical roots implies **of or pertaining to the tongue**? The choices are *glosso-*> *gluco-*> *glauco-*> and *gnath-*.,glosso-
GMDR000541,Which of the following Greek medical roots implies **sweet**? The choices are *glosso-*> *gluco-*> *glauco-*> and *gnath-*.,gluco-
GMDR000542,Which of the following Greek medical roots implies **Having a grey or bluish-grey colour**? The choices are *glosso-*> *gluco-*> *glauco-*> and *gnath-*.,glauco-
GMDR000543,Which of the following Greek medical roots implies **of or pertaining to the jaw**? The choices are *glosso-*> *gluco-*> *glauco-*> and *gnath-*.,gnath-
GMDR000544,Which of the following Greek medical roots implies **of or pertaining to the tongue**? The choices are *glosso-*> *gluco-*> *glyc-*> and *glauco-*.,glosso-
GMDR000545,Which of the following Greek medical roots implies **sweet**? The choices are *glosso-*> *gluco-*> *glyc-*> and *glauco-*.,gluco-
GMDR000546,Which of the following Greek medical roots implies **sugar**? The choices are *glosso-*> *gluco-*> *glyc-*> and *glauco-*.,glyc-
GMDR000547,Which of the following Greek medical roots implies **Having a grey or bluish-grey colour**? The choices are *glosso-*> *gluco-*> *glyc-*> and *glauco-*.,glauco-
GMDR000548,Which of the following Greek medical roots implies **of or pertaining to the urinary bladder**? The choices are *cysto-*> *cypho-*> *cycl-*> and *cyano-*.,cysto-
GMDR000549,Which of the following Greek medical roots implies **denotes something as bent (uncommon as a prefix)**? The choices are *cysto-*> *cypho-*> *cycl-*> and *cyano-*.,cypho-
GMDR000550,Which of the following Greek medical roots implies **circle> cycle**? The choices are *cysto-*> *cypho-*> *cycl-*> and *cyano-*.,cycl-
GMDR000551,Which of the following Greek medical roots implies **having a blue color**? The choices are *cysto-*> *cypho-*> *cycl-*> and *cyano-*.,cyano-
GMDR000552,Which of the following Greek medical roots implies **of or pertaining to a finger> toe**? The choices are *-dactylo-*> *dermato-*> *dacryo-*> and *dys-*.,-dactylo-
GMDR000553,Which of the following Greek medical roots implies **of or pertaining to the skin**? The choices are *-dactylo-*> *dermato-*> *dacryo-*> and *dys-*.,dermato-
GMDR000554,Which of the following Greek medical roots implies **of or pertaining to tears**? The choices are *-dactylo-*> *dermato-*> *dacryo-*> and *dys-*.,dacryo-
GMDR000555,Which of the following Greek medical roots implies **bad> difficult> defective> abnormal**? The choices are *-dactylo-*> *dermato-*> *dacryo-*> and *dys-*.,dys-
GMDR000556,Which of the following Greek medical roots implies **having a black color**? The choices are *melano-*> *men-*> *metr-*> and *mero-*.,melano-
GMDR000557,Which of the following Greek medical roots implies **month> menstrual cycle**? The choices are *melano-*> *men-*> *metr-*> and *mero-*.,men-
GMDR000558,Which of the following Greek medical roots implies **pertaining to conditions or instruments of the uterus**? The choices are *melano-*> *men-*> *metr-*> and *mero-*.,metr-
GMDR000559,Which of the following Greek medical roots implies **part**? The choices are *melano-*> *men-*> *metr-*> and *mero-*.,mero-
GMDR000560,Which of the following Greek medical roots implies **of or pertaining to the abdominal wall> flank**? The choices are *laparo-*> *laryngo-*> *leio-*> and *lepto-*.,laparo-
GMDR000561,Which of the following Greek medical roots implies **of or pertaining to the larynx> the lower throat cavity where the voice box is**? The choices are *laparo-*> *laryngo-*> *leio-*> and *lepto-*.,laryngo-
GMDR000562,Which of the following Greek medical roots implies **smooth**? The choices are *laparo-*> *laryngo-*> *leio-*> and *lepto-*.,leio-
GMDR000563,Which of the following Greek medical roots implies **light> slender**? The choices are *laparo-*> *laryngo-*> *leio-*> and *lepto-*.,lepto-
GMDR000564,Which of the following Greek medical roots implies **denotes something as "the other" (of two)> as an addition> or different**? The choices are *hetero-*> *hydro-*> *homeo-*> and *hypo-*.,hetero-
GMDR000565,Which of the following Greek medical roots implies **water**? The choices are *hetero-*> *hydro-*> *homeo-*> and *hypo-*.,hydro-
GMDR000566,Which of the following Greek medical roots implies **similar**? The choices are *hetero-*> *hydro-*> *homeo-*> and *hypo-*.,homeo-
GMDR000567,Which of the following Greek medical roots implies **below normal**? The choices are *hetero-*> *hydro-*> *homeo-*> and *hypo-*.,hypo-
GMDR000568,Which of the following Greek medical roots implies **of or pertaining to the hand**? The choices are *chir-*> *cephalo-*> *cerato-*> and *cheil-*.,chir-
GMDR000569,Which of the following Greek medical roots implies **of or pertaining to the head (as a whole)**? The choices are *chir-*> *cephalo-*> *cerato-*> and *cheil-*.,cephalo-
GMDR000570,Which of the following Greek medical roots implies **of or pertaining to the cornu; a horn**? The choices are *chir-*> *cephalo-*> *cerato-*> and *cheil-*.,cerato-
GMDR000571,Which of the following Greek medical roots implies **of or pertaining to the lips**? The choices are *chir-*> *cephalo-*> *cerato-*> and *cheil-*.,cheil-
GMDR000572,Which of the following Greek medical roots implies **of or pertaining to the joints> limbs**? The choices are *arthr-*> *atelo-*> *aut-*> and *auxo-*.,arthr-
GMDR000573,Which of the following Greek medical roots implies **imperfect or incomplete development**? The choices are *arthr-*> *atelo-*> *aut-*> and *auxo-*.,atelo-
GMDR000574,Which of the following Greek medical roots implies **self**? The choices are *arthr-*> *atelo-*> *aut-*> and *auxo-*.,aut-
GMDR000575,Which of the following Greek medical roots implies **increase; growth**? The choices are *arthr-*> *atelo-*> *aut-*> and *auxo-*.,auxo-
GMDR000576,Which of the following Greek medical roots implies **of or pertaining to the pubic region> the loins**? The choices are *episio-*> *epi-*> *entero-*> and *encephalo-*.,episio-
GMDR000577,Which of the following Greek medical roots implies **on> upon**? The choices are *episio-*> *epi-*> *entero-*> and *encephalo-*.,epi-
GMDR000578,Which of the following Greek medical roots implies **of or pertaining to the intestine**? The choices are *episio-*> *epi-*> *entero-*> and *encephalo-*.,entero-
GMDR000579,Which of the following Greek medical roots implies **of or pertaining to the brain; see also cerebro-**? The choices are *episio-*> *epi-*> *entero-*> and *encephalo-*.,encephalo-
GMDR000580,Which of the following Greek medical roots implies **ten thousand**? The choices are *myri-*> *myo-*> *myelo-*> and *myco-*.,myri-
GMDR000581,Which of the following Greek medical roots implies **of or relating to muscle**? The choices are *myri-*> *myo-*> *myelo-*> and *myco-*.,myo-
GMDR000582,Which of the following Greek medical roots implies **of or relating to bone marrow or the spinal cord**? The choices are *myri-*> *myo-*> *myelo-*> and *myco-*.,myelo-
GMDR000583,Which of the following Greek medical roots implies **fungus**? The choices are *myri-*> *myo-*> *myelo-*> and *myco-*.,myco-
GMDR000584,Which of the following Greek medical roots implies **colon**? The choices are *col-*> *bili-*> *colp-*> and *cor-*.,col-
GMDR000585,Which of the following Greek medical roots implies **of or pertaining to bile**? The choices are *col-*> *bili-*> *colp-*> and *cor-*.,bili-
GMDR000586,Which of the following Greek medical roots implies **of or pertaining to the vagina**? The choices are *col-*> *bili-*> *colp-*> and *cor-*.,colp-
GMDR000587,Which of the following Greek medical roots implies **of or pertaining to the eye's pupil**? The choices are *col-*> *bili-*> *colp-*> and *cor-*.,cor-
GMDR000588,Which of the following Greek medical roots implies **born in> from**? The choices are *-gen*> *-genic*> *galact-*> and *gastr-*.,-gen
GMDR000589,Which of the following Greek medical roots implies **formative; pertaining to producing**? The choices are *-gen*> *-genic*> *galact-*> and *gastr-*.,-genic
GMDR000590,Which of the following Greek medical roots implies **milk**? The choices are *-gen*> *-genic*> *galact-*> and *gastr-*.,galact-
GMDR000591,Which of the following Greek medical roots implies **of or pertaining to the stomach**? The choices are *-gen*> *-genic*> *galact-*> and *gastr-*.,gastr-
GMDR000592,Which of the following Greek medical roots implies **pertaining to a man**? The choices are *andr-*> *angi-*> *amphi-*> and *apo-*.,andr-
GMDR000593,Which of the following Greek medical roots implies **blood vessel**? The choices are *andr-*> *angi-*> *amphi-*> and *apo-*.,angi-
GMDR000594,Which of the following Greek medical roots implies **on both sides**? The choices are *andr-*> *angi-*> *amphi-*> and *apo-*.,amphi-
GMDR000595,Which of the following Greek medical roots implies **away> separated from> derived from**? The choices are *andr-*> *angi-*> *amphi-*> and *apo-*.,apo-
GMDR000596,Which of the following Greek medical roots implies **nucleus**? The choices are *kary-*> *kerat-*> *kyph-*> and *koil-*.,kary-
